model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest ,gini,23,12,log2,0.0,50,0,0,0,0,0.0,0,0,0.829,0.8,0.846,0.806,0.10771,36,5,649,30,63760,1.97966,0.87616
Random Forest ,gini,17,6,sqrt,0.0,270,0,0,0,0,0.0,0,0,0.969,0.968,0.838,0.788,0.6564,36,5,649,30,63760,1.97966,0.87616
Random Forest ,entropy,18,14,log2,0.0,170,0,0,0,0,0.0,0,0,0.786,0.741,0.831,0.782,0.28138,36,5,649,30,63760,1.97966,0.87616
Random Forest ,gini,8,10,sqrt,0.0,150,0,0,0,0,0.0,0,0,0.821,0.791,0.823,0.763,0.3242,36,5,649,30,63760,1.97966,0.87616
Decision Tree,gini,43,11,,0.0,0,0,0,0,0,0.0,0,0,0.85,0.84,0.823,0.813,0.00199,36,5,649,30,63760,1.97966,0.87616
Random Forest ,entropy,10,6,log2,0.0,90,0,0,0,0,0.0,0,0,0.936,0.933,0.815,0.755,0.20246,36,5,649,30,63760,1.97966,0.87616
Logistic Regression,0,0,0,0,0.0,0,0,0,newton-cg,l2,1.0,1200,0,0.738,0.704,0.815,0.798,0.03124,36,5,649,31,63760,1.97966,0.87616
Decision Tree,gini,2,20,log2,0.0,0,0,0,0,0,0.0,0,0,0.667,0.533,0.808,0.722,0.00199,36,5,649,30,63760,1.97966,0.87616
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l2,1.3,600,0,0.73,0.699,0.808,0.801,0.07811,36,5,649,31,63760,1.97966,0.87616
Logistic Regression,0,0,0,0,0.0,0,0,0,sag,l2,1.4,1550,0,0.711,0.677,0.8,0.773,0.03124,36,5,649,31,63760,1.97966,0.87616
Random Forest ,gini,12,10,sqrt,0.0,70,0,0,0,0,0.0,0,0,0.875,0.862,0.8,0.742,0.17054,36,5,649,30,63760,1.97966,0.87616
Random Forest ,gini,4,10,log2,0.0,70,0,0,0,0,0.0,0,0,0.678,0.556,0.792,0.7,0.18949,36,5,649,30,63760,1.97966,0.87616
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.1,1150,0,0.734,0.703,0.792,0.776,0.06248,36,5,649,31,63760,1.97966,0.87616
Decision Tree,gini,18,17,,0.0,0,0,0,0,0,0.0,0,0,0.813,0.796,0.792,0.778,0.00294,36,5,649,30,63760,1.97966,0.87616
SVC,0,0,0,0,0.0,0,0,0,0,0,1.13,0,rbf,0.744,0.679,0.792,0.724,0.01496,36,5,649,30,63760,1.97966,0.87616
Random Forest ,gini,12,14,log2,0.0,50,0,0,0,0,0.0,0,0,0.798,0.758,0.785,0.714,0.13165,36,5,649,30,63760,1.97966,0.87616
Decision Tree,gini,1,8,log2,0.0,0,0,0,0,0,0.0,0,0,0.674,0.543,0.777,0.679,0.001,36,5,649,30,63760,1.97966,0.87616
SVC,0,0,0,0,0.0,0,0,0,0,0,0.22,0,linear,0.672,0.545,0.777,0.689,0.01097,36,5,649,30,63760,1.97966,0.87616
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.696,0.607,0.769,0.692,0.03125,36,5,649,31,63760,1.97966,0.87616
Random Forest ,gini,6,4,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.792,0.754,0.769,0.683,0.10671,36,5,649,30,63760,1.97966,0.87616
Decision Tree,entropy,1,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.676,0.546,0.769,0.669,0.001,36,5,649,30,63760,1.97966,0.87616
SVC,0,0,0,0,0.0,0,0,0,0,0,0.28,0,rbf,0.676,0.546,0.769,0.669,0.01497,36,5,649,30,63760,1.97966,0.87616
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,100,0,0.697,0.621,0.762,0.704,0.04686,36,5,649,31,63760,1.97966,0.87616
Random Forest ,gini,6,18,log2,0.0,50,0,0,0,0,0.0,0,0,0.711,0.619,0.762,0.658,0.08876,36,5,649,30,63760,1.97966,0.87616
Gradient Boosting,0,5,0,0,0.1,10,0,0,0,0,0.0,0,0,0.89,0.879,0.762,0.704,0.11927,36,5,649,30,63760,1.97966,0.87616
K Nearest Neighbors,0,0,0,0,0.0,0,12,euclidean,0,0,0.0,0,0,0.688,0.581,0.762,0.675,0.001,36,5,649,30,63760,1.97966,0.87616
