model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest,gini,22,11,log2,0.0,270,0,0,0,0,0.0,0,0,0.942,0.942,0.984,0.984,0.34135,49,2,303,14,11328,42.18435,7.72265
Random Forest,entropy,11,15,log2,0.0,150,0,0,0,0,0.0,0,0,0.909,0.909,0.967,0.967,0.19249,49,2,303,14,11328,42.18435,7.72265
Decision Tree,entropy,5,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.851,0.851,0.934,0.935,0.001,49,2,303,14,11328,42.18435,7.72265
SVC,0,0,0,0,0.0,0,0,0,0,0,0.62,0,rbf,0.86,0.858,0.934,0.934,0.00305,49,2,303,14,11328,42.18435,7.72265
Decision Tree,entropy,4,11,auto,0.0,0,0,0,0,0,0.0,0,0,0.818,0.817,0.918,0.918,0.00101,49,2,303,14,11328,42.18435,7.72265
SVC,0,0,0,0,0.0,0,0,0,0,0,0.04,0,poly,0.818,0.816,0.918,0.916,0.00201,49,2,303,14,11328,42.18435,7.72265
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1000,0,0.798,0.796,0.918,0.919,0.0,49,2,303,14,11328,42.18435,7.72265
Random Forest,gini,1,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.839,0.836,0.918,0.918,0.06652,49,2,303,14,11328,42.18435,7.72265
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,200,0,0.806,0.803,0.902,0.901,0.00299,49,2,303,14,11328,42.18435,7.72265
Random Forest,gini,2,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.847,0.845,0.902,0.901,0.06633,49,2,303,14,11328,42.18435,7.72265
K Nearest Neighbors,0,0,0,0,0.0,0,6,manhattan,0,0,0.0,0,0,0.843,0.843,0.902,0.902,0.001,49,2,303,14,11328,42.18435,7.72265
Decision Tree,entropy,2,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.736,0.726,0.902,0.898,0.001,49,2,303,14,11328,42.18435,7.72265
Random Forest,gini,1,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.818,0.816,0.885,0.882,0.0687,49,2,303,14,11328,42.18435,7.72265
Decision Tree,entropy,3,10,,0.0,0,0,0,0,0,0.0,0,0,0.843,0.841,0.885,0.885,0.001,49,2,303,14,11328,42.18435,7.72265
