model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest,entropy,24,5,sqrt,0.0,290,0,0,0,0,0.0,0,0,0.982,0.982,0.98,0.98,0.38397,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,1.7,450,0,0.868,0.864,0.97,0.97,0.02992,53,6,500,4,8318,70.0455,12.65333
Decision Tree,entropy,10,1,,0.0,0,0,0,0,0,0.0,0,0,1.0,1.0,0.95,0.949,0.00203,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,1.6,100,0,0.872,0.866,0.95,0.944,0.01562,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,10,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.992,0.992,0.94,0.94,0.06882,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,1.31,0,rbf,0.888,0.884,0.94,0.939,0.00498,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,1.5,1250,0,0.855,0.851,0.94,0.94,0.02414,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,1.59,0,poly,0.88,0.882,0.93,0.925,0.00406,53,6,500,4,8318,70.0455,12.65333
Decision Tree,entropy,12,7,,0.0,0,0,0,0,0,0.0,0,0,0.948,0.947,0.93,0.929,0.001,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,23,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.995,0.995,0.93,0.928,0.07081,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,1.3,2000,0,0.87,0.865,0.93,0.921,0.01562,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,14,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,1.0,1.0,0.92,0.919,0.07081,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,0.78,0,poly,0.89,0.889,0.92,0.914,0.00399,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,1.4,650,0,0.888,0.884,0.91,0.902,0.01561,53,6,500,4,8318,70.0455,12.65333
Decision Tree,gini,8,7,,0.0,0,0,0,0,0,0.0,0,0,0.94,0.94,0.91,0.909,0.00096,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,0.45,0,poly,0.86,0.862,0.91,0.911,0.00501,53,6,500,4,8318,70.0455,12.65333
Decision Tree,gini,7,3,,0.0,0,0,0,0,0,0.0,0,0,0.962,0.963,0.9,0.9,0.002,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,1.3,1100,0,0.852,0.843,0.9,0.901,0.01562,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,6,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.978,0.977,0.9,0.9,0.06782,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,7,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.965,0.965,0.89,0.89,0.06981,53,6,500,4,8318,70.0455,12.65333
Decision Tree,gini,6,7,,0.0,0,0,0,0,0,0.0,0,0,0.922,0.923,0.89,0.89,0.00199,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,0.47,0,poly,0.882,0.885,0.89,0.889,0.00399,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,1.2,100,0,0.84,0.828,0.89,0.881,0.01562,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,9,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.998,0.998,0.88,0.881,0.06981,53,6,500,4,8318,70.0455,12.65333
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.922,0.922,0.88,0.887,0.001,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,0.22,0,poly,0.852,0.852,0.88,0.884,0.00399,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,1.0,750,0,0.842,0.832,0.88,0.873,0.0156,53,6,500,4,8318,70.0455,12.65333
Decision Tree,entropy,8,4,,0.0,0,0,0,0,0,0.0,0,0,0.97,0.97,0.88,0.879,0.00199,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,0.61,0,poly,0.892,0.891,0.87,0.87,0.00402,53,6,500,4,8318,70.0455,12.65333
Decision Tree,entropy,5,11,,0.0,0,0,0,0,0,0.0,0,0,0.855,0.853,0.87,0.872,0.00203,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,6,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.958,0.957,0.87,0.868,0.06882,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,0.8,900,0,0.792,0.773,0.87,0.852,0.01504,53,6,500,4,8318,70.0455,12.65333
K Nearest Neighbors,0,0,0,0,0.0,0,7,euclidean,0,0,0.0,0,0,0.92,0.919,0.86,0.864,0.001,53,6,500,4,8318,70.0455,12.65333
Decision Tree,entropy,5,9,,0.0,0,0,0,0,0,0.0,0,0,0.888,0.887,0.86,0.857,0.00103,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,0.8,1300,0,0.8,0.777,0.86,0.851,0.01519,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,0.46,0,poly,0.87,0.871,0.86,0.85,0.00501,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,7,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.972,0.972,0.86,0.858,0.06882,53,6,500,4,8318,70.0455,12.65333
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.925,0.924,0.85,0.849,0.001,53,6,500,4,8318,70.0455,12.65333
Gradient Boosting,0,7,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.85,0.85,0.14053,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,0.36,0,poly,0.865,0.867,0.85,0.853,0.00299,53,6,500,4,8318,70.0455,12.65333
Decision Tree,entropy,4,17,,0.0,0,0,0,0,0,0.0,0,0,0.812,0.812,0.85,0.849,0.00097,53,6,500,4,8318,70.0455,12.65333
Random Forest,gini,8,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.942,0.941,0.85,0.839,0.06981,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,saga,l1,0.8,300,0,0.805,0.778,0.85,0.834,0.01564,53,6,500,4,8318,70.0455,12.65333
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.928,0.927,0.84,0.841,0.001,53,6,500,4,8318,70.0455,12.65333
SVC,0,0,0,0,0.0,0,0,0,0,0,0.21,0,poly,0.875,0.875,0.84,0.833,0.00402,53,6,500,4,8318,70.0455,12.65333
Logistic Regression,0,0,0,0,0.0,0,0,0,newton-cg,l2,1.7,750,0,0.7,0.662,0.84,0.804,0.00212,53,6,500,4,8318,70.0455,12.65333
Decision Tree,entropy,5,1,,0.0,0,0,0,0,0,0.0,0,0,0.892,0.891,0.84,0.831,0.002,53,6,500,4,8318,70.0455,12.65333
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,0.89,0.886,0.83,0.82,0.05759,53,6,500,4,8318,70.0455,12.65333
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.912,0.913,0.83,0.832,0.001,53,6,500,4,8318,70.0455,12.65333
