model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest ,gini,9,20,log2,0.0,50,0,0,0,0,0.0,0,0,0.933,0.931,0.983,0.983,0.06122,38,2,299,28,53722,38990.67529,54939.95899
Random Forest ,gini,13,12,log2,0.0,70,0,0,0,0,0.0,0,0,0.954,0.953,0.967,0.966,0.09865,38,2,299,28,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.9,1650,0,0.833,0.827,0.967,0.966,0.00798,38,2,299,29,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.9,1000,0,0.845,0.84,0.95,0.95,0.01561,38,2,299,29,53722,38990.67529,54939.95899
Decision Tree,entropy,2,5,,0.0,0,0,0,0,0,0.0,0,0,0.849,0.85,0.95,0.949,0.00199,38,2,299,28,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,1.58,0,linear,0.837,0.832,0.95,0.949,0.00299,38,2,299,28,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.23,0,poly,0.895,0.894,0.933,0.932,0.00311,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,2,17,,0.0,0,0,0,0,0,0.0,0,0,0.862,0.862,0.933,0.935,0.001,38,2,299,28,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,900,0,0.795,0.786,0.933,0.933,0.0,38,2,299,29,53722,38990.67529,54939.95899
Gradient Boosting,0,4,0,0,0.1,30,0,0,0,0,0.0,0,0,0.983,0.983,0.917,0.919,0.05397,38,2,299,28,53422,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,1450,0,0.803,0.793,0.917,0.913,0.0,38,2,299,29,53722,38990.67529,54939.95899
Random Forest ,gini,3,4,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.895,0.892,0.917,0.913,0.06086,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,2,7,,0.0,0,0,0,0,0,0.0,0,0,0.866,0.866,0.917,0.92,0.00199,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,2,2,,0.0,0,0,0,0,0,0.0,0,0,0.87,0.871,0.9,0.9,0.00199,38,2,299,28,53722,38990.67529,54939.95899
Random Forest ,gini,3,20,log2,0.0,50,0,0,0,0,0.0,0,0,0.874,0.867,0.9,0.893,0.05944,38,2,299,28,53722,38990.67529,54939.95899
Gradient Boosting,0,5,0,0,0.1,10,0,0,0,0,0.0,0,0,0.954,0.953,0.9,0.898,0.033,38,2,299,28,53422,38990.67529,54939.95899
Random Forest ,gini,2,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.82,0.801,0.883,0.879,0.05986,38,2,299,28,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.48,0,poly,0.933,0.932,0.883,0.886,0.00303,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,2,6,,0.0,0,0,0,0,0,0.0,0,0,0.874,0.876,0.883,0.882,0.00199,38,2,299,28,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,1250,0,0.82,0.81,0.883,0.882,0.0,38,2,299,29,53722,38990.67529,54939.95899
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,0.887,0.886,0.883,0.882,0.029,38,2,299,28,53422,38990.67529,54939.95899
Decision Tree,gini,1,19,auto,0.0,0,0,0,0,0,0.0,0,0,0.728,0.736,0.867,0.869,0.001,38,2,299,28,53722,38990.67529,54939.95899
Gradient Boosting,0,6,0,0,0.1,10,0,0,0,0,0.0,0,0,0.996,0.996,0.867,0.867,0.04396,38,2,299,28,53422,38990.67529,54939.95899
Random Forest ,gini,4,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.916,0.913,0.867,0.864,0.06039,38,2,299,28,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.782,0.763,0.85,0.825,0.00199,38,2,299,28,53722,38990.67529,54939.95899
Random Forest ,gini,2,8,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.862,0.857,0.85,0.836,0.05893,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,1,18,,0.0,0,0,0,0,0,0.0,0,0,0.766,0.731,0.85,0.821,0.001,38,2,299,28,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,800,0,0.77,0.738,0.833,0.8,0.00403,38,2,299,29,53722,38990.67529,54939.95899
Random Forest ,gini,1,10,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.774,0.742,0.833,0.789,0.0597,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,entropy,1,6,log2,0.0,0,0,0,0,0,0.0,0,0,0.77,0.732,0.833,0.813,0.00199,38,2,299,28,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.22,0,linear,0.828,0.816,0.833,0.831,0.00199,38,2,299,28,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.12,0,poly,0.874,0.871,0.817,0.806,0.00299,38,2,299,28,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,150,0,0.808,0.793,0.817,0.802,0.0156,38,2,299,29,53722,38990.67529,54939.95899
K Nearest Neighbors,0,0,0,0,0.0,0,13,minkowski,0,0,0.0,0,0,0.787,0.77,0.817,0.815,0.001,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,1,9,log2,0.0,0,0,0,0,0,0.0,0,0,0.774,0.737,0.817,0.795,0.001,38,2,299,28,53722,38990.67529,54939.95899
Random Forest ,gini,2,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.828,0.811,0.817,0.81,0.05891,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,1,5,,0.0,0,0,0,0,0,0.0,0,0,0.778,0.743,0.8,0.772,0.001,38,2,299,28,53722,38990.67529,54939.95899
Gradient Boosting,0,4,0,0,0.1,10,0,0,0,0,0.0,0,0,0.95,0.949,0.8,0.794,0.04104,38,2,299,28,53422,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.11,0,poly,0.891,0.888,0.8,0.792,0.00299,38,2,299,28,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,600,0,0.715,0.653,0.8,0.775,0.00404,38,2,299,29,53722,38990.67529,54939.95899
Random Forest ,gini,1,16,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.715,0.64,0.783,0.744,0.05796,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,1,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.782,0.745,0.783,0.76,0.001,38,2,299,28,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.07,0,linear,0.749,0.709,0.783,0.755,0.00199,38,2,299,28,53722,38990.67529,54939.95899
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.845,0.842,0.783,0.785,0.001,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,1,8,,0.0,0,0,0,0,0,0.0,0,0,0.753,0.761,0.767,0.77,0.001,38,2,299,28,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1100,0,0.766,0.73,0.767,0.741,0.0,38,2,299,29,53722,38990.67529,54939.95899
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.849,0.846,0.767,0.761,0.001,38,2,299,28,53722,38990.67529,54939.95899
Random Forest ,gini,1,12,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.782,0.745,0.767,0.728,0.0569,38,2,299,28,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.05,0,poly,0.791,0.772,0.767,0.713,0.003,38,2,299,28,53722,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,400,0,0.741,0.7,0.75,0.696,0.01562,38,2,299,29,53722,38990.67529,54939.95899
SVC,0,0,0,0,0.0,0,0,0,0,0,0.01,0,poly,0.649,0.51,0.75,0.643,0.00299,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.757,0.763,0.75,0.759,0.001,38,2,299,28,53722,38990.67529,54939.95899
Random Forest ,gini,1,8,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.77,0.729,0.75,0.688,0.05815,38,2,299,28,53722,38990.67529,54939.95899
Gradient Boosting,0,10,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.75,0.752,0.05896,38,2,299,28,53422,38990.67529,54939.95899
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,150,0,0.757,0.729,0.733,0.68,0.0,38,2,299,29,53722,38990.67529,54939.95899
K Nearest Neighbors,0,0,0,0,0.0,0,6,manhattan,0,0,0.0,0,0,0.854,0.846,0.733,0.71,0.00096,38,2,299,28,53722,38990.67529,54939.95899
Decision Tree,gini,1,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.762,0.769,0.733,0.737,0.00199,38,2,299,28,53722,38990.67529,54939.95899
Random Forest ,gini,1,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.749,0.694,0.733,0.658,0.05906,38,2,299,28,53722,38990.67529,54939.95899
