model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,1.0,1.0,0.05668,52,6,240,7,8421,16848.48419,27074.3383
Random Forest,gini,1,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.99,0.99,1.0,1.0,0.06283,52,6,240,7,8421,16848.48419,27074.3383
K Nearest Neighbors,0,0,0,0,0.0,0,6,euclidean,0,0,0.0,0,0,0.953,0.953,1.0,1.0,0.00101,52,6,240,7,8421,16848.48419,27074.3383
Decision Tree,gini,3,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.99,0.99,1.0,1.0,0.001,52,6,240,7,8421,16848.48419,27074.3383
SVC,0,0,0,0,0.0,0,0,0,0,0,0.14,0,poly,0.984,0.984,1.0,1.0,0.002,52,6,240,7,8421,16848.48419,27074.3383
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.9,1750,0,0.922,0.923,1.0,1.0,0.01566,52,6,240,7,8421,16848.48419,27074.3383
Decision Tree,gini,3,10,auto,0.0,0,0,0,0,0,0.0,0,0,0.964,0.963,0.979,0.979,0.00199,52,6,240,7,8421,16848.48419,27074.3383
SVC,0,0,0,0,0.0,0,0,0,0,0,0.06,0,poly,0.948,0.948,0.979,0.979,0.00203,52,6,240,7,8421,16848.48419,27074.3383
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.964,0.964,0.979,0.979,0.001,52,6,240,7,8421,16848.48419,27074.3383
Random Forest,gini,1,17,log2,0.0,50,0,0,0,0,0.0,0,0,0.995,0.995,0.979,0.98,0.06283,52,6,240,7,8421,16848.48419,27074.3383
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.984,0.984,0.958,0.96,0.0,52,6,240,7,8421,16848.48419,27074.3383
SVC,0,0,0,0,0.0,0,0,0,0,0,0.07,0,poly,0.958,0.959,0.958,0.958,0.00198,52,6,240,7,8421,16848.48419,27074.3383
Decision Tree,gini,3,10,sqrt,0.0,0,0,0,0,0,0.0,0,0,1.0,1.0,0.958,0.959,0.001,52,6,240,7,8421,16848.48419,27074.3383
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,1300,0,0.927,0.927,0.958,0.955,0.0,52,6,240,7,8421,16848.48419,27074.3383
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.99,0.99,0.958,0.958,0.00401,52,6,240,7,8421,16848.48419,27074.3383
K Nearest Neighbors,0,0,0,0,0.0,0,7,minkowski,0,0,0.0,0,0,0.979,0.979,0.938,0.934,0.00099,52,6,240,7,8421,16848.48419,27074.3383
Random Forest,gini,1,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.974,0.974,0.938,0.935,0.06283,52,6,240,7,8421,16848.48419,27074.3383
Decision Tree,gini,3,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.938,0.936,0.938,0.941,0.001,52,6,240,7,8421,16848.48419,27074.3383
