model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,gini,1,12,,0.0,0,0,0,0,0,0.0,0,0,0.987,0.987,1.0,1.0,0.00199,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,1600,0,0.991,0.991,1.0,1.0,0.0,34,2,1023,8,91058,0.70049,2.07239
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.99,0.99,1.0,1.0,0.00199,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.988,0.988,0.995,0.995,0.001,34,2,1023,8,91058,0.70049,2.07239
SVC,0,0,0,0,0.0,0,0,0,0,0,0.14,0,poly,0.991,0.991,0.995,0.995,0.006,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,200,0,0.99,0.99,0.995,0.995,0.0,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,100,0,0.989,0.989,0.99,0.99,0.0,34,2,1023,8,91058,0.70049,2.07239
Random Forest ,gini,1,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.989,0.989,0.99,0.99,0.21144,34,2,1023,8,91058,0.70049,2.07239
SVC,0,0,0,0,0.0,0,0,0,0,0,0.17,0,rbf,0.99,0.99,0.99,0.99,0.01204,34,2,1023,8,91058,0.70049,2.07239
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.99,0.99,0.99,0.99,0.0014,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.989,0.989,0.99,0.99,0.001,34,2,1023,8,91058,0.70049,2.07239
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.995,0.995,0.99,0.99,0.001,34,2,1023,8,91058,0.70049,2.07239
Random Forest ,gini,1,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.991,0.991,0.985,0.985,0.08283,34,2,1023,8,91058,0.70049,2.07239
SVC,0,0,0,0,0.0,0,0,0,0,0,0.13,0,poly,0.989,0.989,0.985,0.985,0.00499,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,1300,0,0.963,0.963,0.985,0.985,0.01562,34,2,1023,8,91058,0.70049,2.07239
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.994,0.994,0.985,0.985,0.001,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.99,0.99,0.985,0.985,0.00196,34,2,1023,8,91058,0.70049,2.07239
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,0.996,0.996,0.98,0.98,0.03465,34,2,1023,8,91058,0.70049,2.07239
K Nearest Neighbors,0,0,0,0,0.0,0,6,chebyshev,0,0,0.0,0,0,0.991,0.991,0.98,0.981,0.002,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,gini,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.958,0.958,0.98,0.98,0.00103,34,2,1023,8,91058,0.70049,2.07239
Random Forest ,gini,1,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.99,0.99,0.98,0.98,0.21842,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,1650,0,0.95,0.949,0.98,0.98,0.01996,34,2,1023,8,91058,0.70049,2.07239
SVC,0,0,0,0,0.0,0,0,0,0,0,0.16,0,poly,0.995,0.995,0.98,0.981,0.005,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,gini,1,11,,0.0,0,0,0,0,0,0.0,0,0,0.991,0.991,0.976,0.976,0.001,34,2,1023,8,91058,0.70049,2.07239
K Nearest Neighbors,0,0,0,0,0.0,0,13,minkowski,0,0,0.0,0,0,0.998,0.998,0.976,0.976,0.00099,34,2,1023,8,91058,0.70049,2.07239
SVC,0,0,0,0,0.0,0,0,0,0,0,0.11,0,poly,0.988,0.988,0.976,0.976,0.00499,34,2,1023,8,91058,0.70049,2.07239
Gradient Boosting,0,5,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.976,0.976,0.04688,34,2,1023,8,91058,0.70049,2.07239
Random Forest ,gini,5,12,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.998,0.998,0.976,0.976,0.29721,34,2,1023,8,91058,0.70049,2.07239
SVC,0,0,0,0,0.0,0,0,0,0,0,0.32,0,linear,0.996,0.996,0.971,0.971,0.00899,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,200,0,0.955,0.954,0.971,0.971,0.0,34,2,1023,8,91058,0.70049,2.07239
Random Forest ,gini,1,6,log2,0.0,50,0,0,0,0,0.0,0,0,0.996,0.996,0.971,0.971,0.28524,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,gini,1,3,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.962,0.962,0.966,0.966,0.001,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,250,0,0.957,0.957,0.966,0.966,0.01562,34,2,1023,8,91058,0.70049,2.07239
SVC,0,0,0,0,0.0,0,0,0,0,0,0.16,0,rbf,0.972,0.972,0.966,0.966,0.01299,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,500,0,0.969,0.969,0.961,0.961,0.01562,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,gini,1,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.993,0.993,0.961,0.961,0.001,34,2,1023,8,91058,0.70049,2.07239
Random Forest ,gini,25,12,sqrt,0.0,210,0,0,0,0,0.0,0,0,0.999,0.999,0.961,0.961,0.43085,34,2,1023,8,91058,0.70049,2.07239
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,300,0,0.96,0.959,0.956,0.955,0.0,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,gini,1,6,auto,0.0,0,0,0,0,0,0.0,0,0,0.963,0.963,0.956,0.956,0.001,34,2,1023,8,91058,0.70049,2.07239
Decision Tree,entropy,1,1,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.965,0.965,0.951,0.951,0.00199,34,2,1023,8,91058,0.70049,2.07239
