model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest ,gini,16,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.997,0.997,0.995,0.994,0.15097,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,2,15,log2,0.0,50,0,0,0,0,0.0,0,0,0.948,0.923,0.989,0.984,0.123,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,18,log2,0.0,0,0,0,0,0,0.0,0,0,0.948,0.923,0.989,0.984,0.002,18,2,937,50,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.7,0,poly,0.972,0.967,0.989,0.988,0.00499,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,1,11,log2,0.0,50,0,0,0,0,0.0,0,0,0.949,0.925,0.984,0.976,0.11,18,2,937,50,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,1.3,0,rbf,0.961,0.95,0.984,0.982,0.00499,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,16,auto,0.0,0,0,0,0,0,0.0,0,0,0.949,0.925,0.984,0.976,0.002,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,1,13,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.951,0.927,0.979,0.968,0.09499,18,2,937,50,232113,15781.4372,77166.20607
K Nearest Neighbors,0,0,0,0,0.0,0,15,minkowski,0,0,0.0,0,0,0.952,0.93,0.979,0.968,0.00094,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.951,0.927,0.979,0.968,0.00199,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,1650,0,0.951,0.927,0.979,0.968,0.0,18,2,937,51,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,rbf,0.952,0.928,0.973,0.96,0.00499,18,2,937,50,232113,15781.4372,77166.20607
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.961,0.949,0.973,0.966,0.001,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,550,0,0.952,0.928,0.973,0.96,0.0,18,2,937,51,232113,15781.4372,77166.20607
Random Forest ,gini,1,15,log2,0.0,50,0,0,0,0,0.0,0,0,0.952,0.928,0.973,0.96,0.09096,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.955,0.953,0.973,0.972,0.00299,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,1,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.953,0.93,0.968,0.952,0.09296,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,600,0,0.953,0.93,0.968,0.952,0.01566,18,2,937,51,232113,15781.4372,77166.20607
Decision Tree,gini,1,6,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.953,0.93,0.968,0.952,0.00103,18,2,937,50,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.4,0,poly,0.967,0.958,0.968,0.959,0.00399,18,2,937,50,232113,15781.4372,77166.20607
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.969,0.963,0.968,0.959,0.00196,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,1,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.955,0.932,0.963,0.945,0.08396,18,2,937,50,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.2,0,sigmoid,0.955,0.932,0.963,0.945,0.00399,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,250,0,0.955,0.932,0.963,0.945,0.01562,18,2,937,51,232113,15781.4372,77166.20607
Random Forest ,gini,1,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.956,0.934,0.957,0.937,0.11196,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,350,0,0.956,0.934,0.957,0.937,0.0,18,2,937,51,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,sigmoid,0.956,0.934,0.957,0.937,0.00499,18,2,937,50,232113,15781.4372,77166.20607
K Nearest Neighbors,0,0,0,0,0.0,0,7,manhattan,0,0,0.0,0,0,0.967,0.958,0.957,0.941,0.00199,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,1,log2,0.0,0,0,0,0,0,0.0,0,0,0.956,0.934,0.957,0.937,0.00199,18,2,937,50,232113,15781.4372,77166.20607
K Nearest Neighbors,0,0,0,0,0.0,0,6,minkowski,0,0,0.0,0,0,0.964,0.951,0.952,0.937,0.001,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,300,0,0.957,0.936,0.952,0.929,0.0,18,2,937,51,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.957,0.936,0.952,0.929,0.00399,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,1,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.957,0.936,0.952,0.929,0.09796,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,2,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.957,0.936,0.952,0.929,0.00199,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,4,log2,0.0,0,0,0,0,0,0.0,0,0,0.959,0.938,0.947,0.921,0.00199,18,2,937,50,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,poly,0.959,0.938,0.947,0.921,0.00499,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,1,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.959,0.938,0.947,0.921,0.12195,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.959,0.938,0.947,0.921,0.01558,18,2,937,51,232113,15781.4372,77166.20607
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.968,0.958,0.947,0.929,0.001,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,1,9,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.96,0.94,0.941,0.913,0.08597,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.96,0.94,0.941,0.913,0.00199,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,900,0,0.96,0.94,0.941,0.913,0.01562,18,2,937,51,232113,15781.4372,77166.20607
Random Forest ,gini,1,15,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.961,0.942,0.936,0.905,0.13,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,3,,0.0,0,0,0,0,0,0.0,0,0,0.961,0.962,0.936,0.936,0.00299,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,400,0,0.961,0.942,0.936,0.905,0.01563,18,2,937,51,232113,15781.4372,77166.20607
Random Forest ,gini,3,19,log2,0.0,50,0,0,0,0,0.0,0,0,0.968,0.956,0.931,0.898,0.10299,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.969,0.965,0.931,0.902,0.00299,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,850,0,0.963,0.944,0.931,0.898,0.0,18,2,937,51,232113,15781.4372,77166.20607
Decision Tree,gini,1,11,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.964,0.964,0.926,0.926,0.001,18,2,937,50,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,rbf,0.964,0.946,0.926,0.89,0.00399,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1300,0,0.964,0.946,0.926,0.89,0.01562,18,2,937,51,232113,15781.4372,77166.20607
Random Forest ,gini,3,5,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.967,0.953,0.926,0.89,0.169,18,2,937,50,232113,15781.4372,77166.20607
K Nearest Neighbors,0,0,0,0,0.0,0,12,minkowski,0,0,0.0,0,0,0.965,0.948,0.92,0.882,0.001,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,1,17,auto,0.0,0,0,0,0,0,0.0,0,0,0.965,0.965,0.92,0.922,0.00199,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,9,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.992,0.992,0.92,0.892,0.11599,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1650,0,0.965,0.948,0.92,0.882,0.0,18,2,937,51,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.1,850,0,0.971,0.96,0.915,0.879,0.01562,18,2,937,51,232113,15781.4372,77166.20607
Decision Tree,entropy,1,16,,0.0,0,0,0,0,0,0.0,0,0,0.967,0.967,0.915,0.911,0.00399,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,23,1,log2,0.0,50,0,0,0,0,0.0,0,0,1.0,1.0,0.915,0.874,0.102,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,14,13,log2,0.0,70,0,0,0,0,0.0,0,0,0.977,0.971,0.91,0.876,0.14899,18,2,937,50,232113,15781.4372,77166.20607
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,950,0,0.968,0.952,0.91,0.867,0.01562,18,2,937,51,232113,15781.4372,77166.20607
Decision Tree,gini,5,14,log2,0.0,0,0,0,0,0,0.0,0,0,0.972,0.966,0.91,0.903,0.00196,18,2,937,50,232113,15781.4372,77166.20607
SVC,0,0,0,0,0.0,0,0,0,0,0,0.6,0,linear,0.968,0.952,0.91,0.867,0.00399,18,2,937,50,232113,15781.4372,77166.20607
Decision Tree,gini,7,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.987,0.985,0.904,0.896,0.00199,18,2,937,50,232113,15781.4372,77166.20607
Random Forest ,gini,2,13,sqrt,0.0,250,0,0,0,0,0.0,0,0,0.971,0.956,0.899,0.851,0.484,18,2,937,50,232113,15781.4372,77166.20607
