model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Logistic Regression,0,0,0,0,0.0,0,0,0,sag,l2,1.4,800,0,0.959,0.959,1.0,1.0,0.01558,33,2,858,37,102918,3.06779,2.3125
Decision Tree,gini,3,12,,0.0,0,0,0,0,0,0.0,0,0,0.962,0.964,1.0,1.0,0.002,33,2,858,36,102918,3.06779,2.3125
Decision Tree,entropy,3,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.953,0.956,0.994,0.994,0.002,33,2,858,36,102918,3.06779,2.3125
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.7,1500,0,0.958,0.957,0.994,0.994,0.0,33,2,858,37,102918,3.06779,2.3125
K Nearest Neighbors,0,0,0,0,0.0,0,13,minkowski,0,0,0.0,0,0,0.953,0.949,0.988,0.988,0.00099,33,2,858,36,102918,3.06779,2.3125
Random Forest ,gini,15,10,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.981,0.98,0.988,0.988,0.06759,33,2,858,36,102918,3.06779,2.3125
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,1650,0,0.955,0.951,0.988,0.987,0.0,33,2,858,37,102918,3.06779,2.3125
SVC,0,0,0,0,0.0,0,0,0,0,0,0.17,0,linear,0.955,0.958,0.988,0.989,0.00495,33,2,858,36,102918,3.06779,2.3125
SVC,0,0,0,0,0.0,0,0,0,0,0,0.16,0,linear,0.956,0.959,0.983,0.984,0.00606,33,2,858,36,102918,3.06779,2.3125
Random Forest ,gini,12,16,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.974,0.974,0.983,0.985,0.07808,33,2,858,36,102918,3.06779,2.3125
Decision Tree,gini,1,5,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.946,0.94,0.983,0.982,0.00099,33,2,858,36,102918,3.06779,2.3125
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,1100,0,0.953,0.947,0.983,0.983,0.01567,33,2,858,37,102918,3.06779,2.3125
K Nearest Neighbors,0,0,0,0,0.0,0,13,manhattan,0,0,0.0,0,0,0.945,0.937,0.983,0.974,0.001,33,2,858,36,102918,3.06779,2.3125
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.964,0.965,0.977,0.978,0.00499,33,2,858,36,102918,3.06779,2.3125
Decision Tree,gini,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.948,0.942,0.977,0.975,0.001,33,2,858,36,102918,3.06779,2.3125
K Nearest Neighbors,0,0,0,0,0.0,0,5,euclidean,0,0,0.0,0,0,0.952,0.948,0.977,0.974,0.001,33,2,858,36,102918,3.06779,2.3125
Random Forest ,gini,2,20,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.926,0.89,0.977,0.965,0.06432,33,2,858,36,102918,3.06779,2.3125
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.2,1900,0,0.952,0.945,0.977,0.971,0.00802,33,2,858,37,102918,3.06779,2.3125
SVC,0,0,0,0,0.0,0,0,0,0,0,0.08,0,linear,0.959,0.962,0.971,0.972,0.00299,33,2,858,36,102918,3.06779,2.3125
Random Forest ,gini,2,4,log2,0.0,50,0,0,0,0,0.0,0,0,0.927,0.892,0.971,0.957,0.07298,33,2,858,36,102918,3.06779,2.3125
K Nearest Neighbors,0,0,0,0,0.0,0,9,euclidean,0,0,0.0,0,0,0.962,0.961,0.971,0.972,0.001,33,2,858,36,102918,3.06779,2.3125
Decision Tree,gini,1,8,auto,0.0,0,0,0,0,0,0.0,0,0,0.959,0.963,0.971,0.971,0.001,33,2,858,36,102918,3.06779,2.3125
K Nearest Neighbors,0,0,0,0,0.0,0,7,chebyshev,0,0,0.0,0,0,0.955,0.95,0.965,0.965,0.001,33,2,858,36,102918,3.06779,2.3125
SVC,0,0,0,0,0.0,0,0,0,0,0,0.07,0,linear,0.961,0.963,0.965,0.967,0.00399,33,2,858,36,102918,3.06779,2.3125
Decision Tree,gini,1,1,,0.0,0,0,0,0,0,0.0,0,0,0.961,0.963,0.965,0.968,0.00195,33,2,858,36,102918,3.06779,2.3125
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1300,0,0.936,0.913,0.965,0.96,0.0,33,2,858,37,102918,3.06779,2.3125
Gradient Boosting,0,9,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.965,0.959,0.04338,33,2,858,36,102059,3.06779,2.3125
Random Forest ,gini,1,18,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.929,0.894,0.965,0.948,0.06896,33,2,858,36,102918,3.06779,2.3125
Gradient Boosting,0,3,0,0,0.1,50,0,0,0,0,0.0,0,0,0.988,0.989,0.959,0.952,0.1619,33,2,858,36,102059,3.06779,2.3125
Decision Tree,gini,1,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.93,0.896,0.959,0.939,0.001,33,2,858,36,102918,3.06779,2.3125
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,350,0,0.94,0.922,0.959,0.939,0.01562,33,2,858,37,102918,3.06779,2.3125
Random Forest ,gini,3,10,log2,0.0,50,0,0,0,0,0.0,0,0,0.943,0.926,0.959,0.939,0.06998,33,2,858,36,102918,3.06779,2.3125
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.964,0.962,0.959,0.958,0.001,33,2,858,36,102918,3.06779,2.3125
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,linear,0.93,0.896,0.959,0.939,0.00395,33,2,858,36,102918,3.06779,2.3125
Random Forest ,gini,1,6,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.931,0.898,0.953,0.931,0.06685,33,2,858,36,102918,3.06779,2.3125
SVC,0,0,0,0,0.0,0,0,0,0,0,0.01,0,sigmoid,0.931,0.898,0.953,0.931,0.00399,33,2,858,36,102918,3.06779,2.3125
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.959,0.954,0.953,0.946,0.00099,33,2,858,36,102918,3.06779,2.3125
Decision Tree,gini,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.964,0.966,0.953,0.958,0.00199,33,2,858,36,102918,3.06779,2.3125
Random Forest ,gini,1,10,log2,0.0,50,0,0,0,0,0.0,0,0,0.933,0.901,0.948,0.922,0.07036,33,2,858,36,102918,3.06779,2.3125
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,poly,0.933,0.901,0.948,0.922,0.0044,33,2,858,36,102918,3.06779,2.3125
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.943,0.926,0.948,0.927,0.0157,33,2,858,37,102918,3.06779,2.3125
Decision Tree,gini,1,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.955,0.95,0.948,0.942,0.001,33,2,858,36,102918,3.06779,2.3125
