model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest ,gini,21,20,sqrt,0.0,130,0,0,0,0,0.0,0,0,0.978,0.978,0.989,0.989,0.19073,29,2,5001,8,128316,2.81139,0.56066
Random Forest ,gini,6,14,log2,0.0,90,0,0,0,0,0.0,0,0,0.977,0.977,0.987,0.987,0.12369,29,2,5001,8,128316,2.81139,0.56066
Random Forest ,gini,5,16,log2,0.0,70,0,0,0,0,0.0,0,0,0.976,0.976,0.986,0.986,0.09476,29,2,5001,8,128316,2.81139,0.56066
Random Forest ,gini,23,10,log2,0.0,50,0,0,0,0,0.0,0,0,0.985,0.985,0.984,0.984,0.07115,29,2,5001,8,128316,2.81139,0.56066
Decision Tree,gini,30,18,,0.0,0,0,0,0,0,0.0,0,0,0.982,0.981,0.984,0.984,0.00299,29,2,5001,8,128316,2.81139,0.56066
Random Forest ,gini,7,10,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.98,0.979,0.983,0.983,0.07074,29,2,5001,8,128316,2.81139,0.56066
Decision Tree,gini,8,20,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.974,0.974,0.983,0.983,0.00399,29,2,5001,8,128316,2.81139,0.56066
Decision Tree,entropy,6,8,,0.0,0,0,0,0,0,0.0,0,0,0.976,0.976,0.982,0.982,0.00303,29,2,5001,8,128316,2.81139,0.56066
SVC,0,0,0,0,0.0,0,0,0,0,0,0.95,0,poly,0.973,0.973,0.982,0.982,0.04388,29,2,5001,8,128316,2.81139,0.56066
Gradient Boosting,0,3,0,0,0.1,50,0,0,0,0,0.0,0,0,0.976,0.976,0.982,0.982,0.117,29,2,5001,8,123314,2.81139,0.56066
Decision Tree,entropy,9,4,auto,0.0,0,0,0,0,0,0.0,0,0,0.979,0.979,0.981,0.981,0.00203,29,2,5001,8,128316,2.81139,0.56066
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.2,350,0,0.965,0.965,0.981,0.981,0.01562,29,2,5001,8,128316,2.81139,0.56066
Random Forest ,gini,7,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.981,0.981,0.98,0.98,0.07335,29,2,5001,8,128316,2.81139,0.56066
Decision Tree,gini,5,2,log2,0.0,0,0,0,0,0,0.0,0,0,0.969,0.969,0.98,0.98,0.00203,29,2,5001,8,128316,2.81139,0.56066
K Nearest Neighbors,0,0,0,0,0.0,0,10,euclidean,0,0,0.0,0,0,0.969,0.969,0.979,0.979,0.00798,29,2,5001,8,128316,2.81139,0.56066
SVC,0,0,0,0,0.0,0,0,0,0,0,0.5,0,poly,0.975,0.975,0.978,0.978,0.04388,29,2,5001,8,128316,2.81139,0.56066
SVC,0,0,0,0,0.0,0,0,0,0,0,0.31,0,poly,0.972,0.972,0.977,0.977,0.04007,29,2,5001,8,128316,2.81139,0.56066
Random Forest ,gini,1,18,log2,0.0,50,0,0,0,0,0.0,0,0,0.969,0.969,0.977,0.977,0.06725,29,2,5001,8,128316,2.81139,0.56066
Decision Tree,gini,6,7,,0.0,0,0,0,0,0,0.0,0,0,0.977,0.977,0.977,0.977,0.00299,29,2,5001,8,128316,2.81139,0.56066
Gradient Boosting,0,3,0,0,0.1,70,0,0,0,0,0.0,0,0,0.979,0.979,0.977,0.977,0.16197,29,2,5001,8,123314,2.81139,0.56066
Decision Tree,gini,5,7,,0.0,0,0,0,0,0,0.0,0,0,0.972,0.972,0.976,0.976,0.00296,29,2,5001,8,128316,2.81139,0.56066
Gradient Boosting,0,3,0,0,0.1,30,0,0,0,0,0.0,0,0,0.978,0.977,0.976,0.976,0.07596,29,2,5001,8,123314,2.81139,0.56066
Random Forest ,gini,3,8,log2,0.0,50,0,0,0,0,0.0,0,0,0.974,0.974,0.976,0.976,0.06869,29,2,5001,8,128316,2.81139,0.56066
Gradient Boosting,0,5,0,0,0.1,110,0,0,0,0,0.0,0,0,0.994,0.993,0.975,0.975,0.43303,29,2,5001,8,123314,2.81139,0.56066
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,650,0,0.967,0.967,0.975,0.975,0.01562,29,2,5001,8,128316,2.81139,0.56066
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.97,0.97,0.974,0.974,0.00501,29,2,5001,8,123314,2.81139,0.56066
Gradient Boosting,0,5,0,0,0.1,30,0,0,0,0,0.0,0,0,0.98,0.98,0.974,0.974,0.12304,29,2,5001,8,123314,2.81139,0.56066
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1100,0,0.966,0.966,0.974,0.974,0.0,29,2,5001,8,128316,2.81139,0.56066
Decision Tree,entropy,5,11,,0.0,0,0,0,0,0,0.0,0,0,0.97,0.97,0.974,0.974,0.00296,29,2,5001,8,128316,2.81139,0.56066
