model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
SVC,0,0,0,0,0.0,0,0,0,0,0,0.07,0,rbf,0.95,0.95,1.0,1.0,0.00198,55,3,150,5,4617,2.97093,0.92169
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.967,0.967,1.0,1.0,0.00103,55,3,150,5,4617,2.97093,0.92169
Gradient Boosting,0,4,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,1.0,1.0,0.027,55,3,150,5,4617,2.97093,0.92169
SVC,0,0,0,0,0.0,0,0,0,0,0,0.01,0,poly,0.925,0.924,0.967,0.967,0.00199,55,3,150,5,4617,2.97093,0.92169
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1200,0,0.9,0.9,0.967,0.966,0.00404,55,3,150,5,4617,2.97093,0.92169
Random Forest,gini,1,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.95,0.95,0.967,0.967,0.06183,55,3,150,5,4617,2.97093,0.92169
Decision Tree,gini,2,1,,0.0,0,0,0,0,0,0.0,0,0,0.95,0.95,0.967,0.966,0.001,55,3,150,5,4617,2.97093,0.92169
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,0.992,0.992,0.933,0.932,0.027,55,3,150,5,4617,2.97093,0.92169
Random Forest,gini,1,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.967,0.967,0.933,0.933,0.06084,55,3,150,5,4617,2.97093,0.92169
Decision Tree,gini,2,1,auto,0.0,0,0,0,0,0,0.0,0,0,0.967,0.967,0.933,0.931,0.00199,55,3,150,5,4617,2.97093,0.92169
K Nearest Neighbors,0,0,0,0,0.0,0,5,minkowski,0,0,0.0,0,0,0.975,0.975,0.933,0.935,0.001,55,3,150,5,4617,2.97093,0.92169
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.958,0.958,0.9,0.898,0.00103,55,3,150,5,4617,2.97093,0.92169
NaiveBayes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.983,0.983,0.9,0.9,0.00104,55,3,150,5,4617,2.97093,0.92169
Random Forest,gini,1,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.958,0.958,0.9,0.903,0.06283,55,3,150,5,4617,2.97093,0.92169
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,100,0,0.925,0.925,0.9,0.898,0.00394,55,3,150,5,4617,2.97093,0.92169
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,250,0,0.908,0.906,0.867,0.873,0.0,55,3,150,5,4617,2.97093,0.92169
SVC,0,0,0,0,0.0,0,0,0,0,0,0.05,0,poly,0.983,0.983,0.867,0.867,0.001,55,3,150,5,4617,2.97093,0.92169
Decision Tree,gini,2,3,auto,0.0,0,0,0,0,0,0.0,0,0,0.933,0.933,0.867,0.87,0.001,55,3,150,5,4617,2.97093,0.92169
Random Forest,gini,4,17,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.992,0.992,0.867,0.872,0.06682,55,3,150,5,4617,2.97093,0.92169
Decision Tree,gini,2,6,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.817,0.817,0.833,0.834,0.00199,55,3,150,5,4617,2.97093,0.92169
SVC,0,0,0,0,0.0,0,0,0,0,0,0.04,0,rbf,0.883,0.879,0.833,0.829,0.00208,55,3,150,5,4617,2.97093,0.92169
K Nearest Neighbors,0,0,0,0,0.0,0,13,manhattan,0,0,0.0,0,0,0.983,0.983,0.833,0.833,0.00103,55,3,150,5,4617,2.97093,0.92169
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,150,0,0.825,0.812,0.833,0.83,0.00403,55,3,150,5,4617,2.97093,0.92169
Random Forest,gini,7,15,log2,0.0,50,0,0,0,0,0.0,0,0,0.983,0.983,0.833,0.828,0.06483,55,3,150,5,4617,2.97093,0.92169
SVC,0,0,0,0,0.0,0,0,0,0,0,0.1,0,linear,0.817,0.799,0.8,0.792,0.001,55,3,150,5,4617,2.97093,0.92169
Decision Tree,entropy,1,13,,0.0,0,0,0,0,0,0.0,0,0,0.633,0.511,0.8,0.733,0.001,55,3,150,5,4617,2.97093,0.92169
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,350,0,0.85,0.843,0.8,0.797,0.0,55,3,150,5,4617,2.97093,0.92169
Decision Tree,entropy,1,12,auto,0.0,0,0,0,0,0,0.0,0,0,0.608,0.482,0.767,0.681,0.001,55,3,150,5,4617,2.97093,0.92169
Random Forest,gini,1,5,log2,0.0,70,0,0,0,0,0.0,0,0,0.725,0.67,0.767,0.745,0.08477,55,3,150,5,4617,2.97093,0.92169
Random Forest,gini,1,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.742,0.689,0.733,0.705,0.06283,55,3,150,5,4617,2.97093,0.92169
Decision Tree,gini,1,6,log2,0.0,0,0,0,0,0,0.0,0,0,0.65,0.532,0.733,0.653,0.001,55,3,150,5,4617,2.97093,0.92169
