model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,entropy,3,7,,0.0,0,0,0,0,0,0.0,0,0,0.91,0.91,1.0,1.0,0.00103,47,2,195,14,14570,15252.39836,5156.67915
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.2,600,0,0.865,0.865,1.0,1.0,0.00499,47,2,195,14,14570,15252.39836,5156.67915
Random Forest,gini,3,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.949,0.949,1.0,1.0,0.06582,47,2,195,14,14570,15252.39836,5156.67915
Decision Tree,gini,4,12,log2,0.0,0,0,0,0,0,0.0,0,0,0.917,0.917,0.974,0.974,0.002,47,2,195,14,14570,15252.39836,5156.67915
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.6,1550,0,0.859,0.858,0.974,0.974,0.00399,47,2,195,14,14570,15252.39836,5156.67915
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.5,950,0,0.885,0.885,0.949,0.949,0.00507,47,2,195,14,14570,15252.39836,5156.67915
Decision Tree,gini,1,9,,0.0,0,0,0,0,0,0.0,0,0,0.814,0.813,0.949,0.949,0.001,47,2,195,14,14570,15252.39836,5156.67915
Random Forest,gini,1,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.929,0.93,0.923,0.921,0.06183,47,2,195,14,14570,15252.39836,5156.67915
Decision Tree,gini,1,6,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.821,0.82,0.923,0.924,0.001,47,2,195,14,14570,15252.39836,5156.67915
Gradient Boosting,0,4,0,0,0.1,10,0,0,0,0,0.0,0,0,0.994,0.994,0.923,0.921,0.01542,47,2,195,14,14374,15252.39836,5156.67915
SVC,0,0,0,0,0.0,0,0,0,0,0,0.11,0,poly,0.942,0.942,0.923,0.924,0.00096,47,2,195,14,14570,15252.39836,5156.67915
Decision Tree,gini,1,5,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.769,0.768,0.897,0.897,0.001,47,2,195,14,14570,15252.39836,5156.67915
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1500,0,0.788,0.782,0.897,0.895,0.0051,47,2,195,14,14570,15252.39836,5156.67915
