model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Decision Tree,gini,5,9,,0.0,0,0,0,0,0,0.0,0,0,0.982,0.982,1.0,1.0,0.00199,46,2,207,19,15888,13.23163,6.97043
Random Forest,gini,7,1,sqrt,0.0,50,0,0,0,0,0.0,0,0,1.0,1.0,1.0,1.0,0.06483,46,2,207,19,15888,13.23163,6.97043
SVC,0,0,0,0,0.0,0,0,0,0,0,0.27,0,poly,1.0,1.0,1.0,1.0,0.001,46,2,207,19,15888,13.23163,6.97043
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.7,500,0,0.891,0.89,1.0,1.0,0.00798,46,2,207,20,15888,13.23163,6.97043
K Nearest Neighbors,0,0,0,0,0.0,0,10,chebyshev,0,0,0.0,0,0,0.915,0.913,0.976,0.976,0.001,46,2,207,19,15888,13.23163,6.97043
SVC,0,0,0,0,0.0,0,0,0,0,0,0.19,0,poly,0.994,0.994,0.976,0.976,0.002,46,2,207,19,15888,13.23163,6.97043
Gradient Boosting,0,4,0,0,0.1,10,0,0,0,0,0.0,0,0,0.982,0.982,0.976,0.976,0.01051,46,2,207,19,15888,13.23163,6.97043
Decision Tree,gini,4,10,,0.0,0,0,0,0,0,0.0,0,0,0.915,0.913,0.976,0.976,0.00199,46,2,207,19,15888,13.23163,6.97043
Random Forest,gini,4,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.97,0.97,0.976,0.976,0.06582,46,2,207,19,15888,13.23163,6.97043
K Nearest Neighbors,0,0,0,0,0.0,0,7,minkowski,0,0,0.0,0,0,0.83,0.827,0.952,0.953,0.001,46,2,207,19,15888,13.23163,6.97043
Random Forest,gini,3,15,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.879,0.876,0.952,0.952,0.06582,46,2,207,19,15888,13.23163,6.97043
SVC,0,0,0,0,0.0,0,0,0,0,0,0.09,0,poly,0.915,0.914,0.952,0.952,0.00199,46,2,207,19,15888,13.23163,6.97043
Decision Tree,entropy,2,2,auto,0.0,0,0,0,0,0,0.0,0,0,0.776,0.775,0.952,0.952,0.00199,46,2,207,19,15888,13.23163,6.97043
Gradient Boosting,0,5,0,0,0.1,10,0,0,0,0,0.0,0,0,0.994,0.994,0.952,0.952,0.01152,46,2,207,19,15888,13.23163,6.97043
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1050,0,0.855,0.852,0.929,0.927,0.0,46,2,207,20,15888,13.23163,6.97043
Random Forest,gini,3,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.909,0.907,0.929,0.926,0.06682,46,2,207,19,15888,13.23163,6.97043
Decision Tree,gini,1,10,,0.0,0,0,0,0,0,0.0,0,0,0.782,0.781,0.929,0.929,0.00099,46,2,207,19,15888,13.23163,6.97043
SVC,0,0,0,0,0.0,0,0,0,0,0,0.07,0,poly,0.885,0.88,0.929,0.927,0.001,46,2,207,19,15888,13.23163,6.97043
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.933,0.934,0.929,0.929,0.00199,46,2,207,19,15888,13.23163,6.97043
K Nearest Neighbors,0,0,0,0,0.0,0,5,manhattan,0,0,0.0,0,0,0.976,0.976,0.905,0.901,0.001,46,2,207,19,15888,13.23163,6.97043
Gradient Boosting,0,6,0,0,0.1,10,0,0,0,0,0.0,0,0,1.0,1.0,0.905,0.904,0.01353,46,2,207,19,15888,13.23163,6.97043
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1000,0,0.873,0.87,0.905,0.902,0.0,46,2,207,20,15888,13.23163,6.97043
Decision Tree,entropy,1,10,sqrt,0.0,0,0,0,0,0,0.0,0,0,0.788,0.788,0.905,0.903,0.00096,46,2,207,19,15888,13.23163,6.97043
SVC,0,0,0,0,0.0,0,0,0,0,0,0.08,0,poly,0.891,0.887,0.905,0.904,0.002,46,2,207,19,15888,13.23163,6.97043
