model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest ,gini,18,5,sqrt,0.0,250,0,0,0,0,0.0,0,0,0.989,0.989,0.802,0.799,0.69567,25,2,3309,11,152144,46.9887,14.56645
Random Forest ,gini,17,7,log2,0.0,170,0,0,0,0,0.0,0,0,0.958,0.957,0.799,0.795,0.48872,25,2,3309,11,152144,46.9887,14.56645
Random Forest ,gini,10,9,log2,0.0,110,0,0,0,0,0.0,0,0,0.877,0.874,0.798,0.795,0.26306,25,2,3309,11,152144,46.9887,14.56645
Random Forest ,gini,16,5,log2,0.0,170,0,0,0,0,0.0,0,0,0.977,0.976,0.795,0.792,0.51829,25,2,3309,11,152144,46.9887,14.56645
Random Forest ,gini,10,17,log2,0.0,130,0,0,0,0,0.0,0,0,0.85,0.846,0.793,0.788,0.32656,25,2,3309,11,152144,46.9887,14.56645
Random Forest ,gini,12,11,log2,0.0,230,0,0,0,0,0.0,0,0,0.893,0.891,0.792,0.786,0.61788,25,2,3309,11,152144,46.9887,14.56645
Random Forest ,gini,20,15,log2,0.0,130,0,0,0,0,0.0,0,0,0.906,0.905,0.79,0.787,0.32111,25,2,3309,11,152144,46.9887,14.56645
Gradient Boosting,0,3,0,0,0.1,130,0,0,0,0,0.0,0,0,0.819,0.814,0.79,0.785,0.69094,25,2,3309,11,152144,46.9887,14.56645
Gradient Boosting,0,5,0,0,0.1,90,0,0,0,0,0.0,0,0,0.899,0.898,0.789,0.785,0.85384,25,2,3309,11,152144,46.9887,14.56645
Random Forest ,gini,22,9,log2,0.0,50,0,0,0,0,0.0,0,0,0.948,0.948,0.789,0.785,0.14352,25,2,3309,11,152144,46.9887,14.56645
Gradient Boosting,0,3,0,0,0.4,30,0,0,0,0,0.0,0,0,0.81,0.806,0.787,0.783,0.17834,25,2,3309,11,152144,46.9887,14.56645
Random Forest ,gini,9,5,log2,0.0,90,0,0,0,0,0.0,0,0,0.871,0.867,0.787,0.783,0.24257,25,2,3309,11,152144,46.9887,14.56645
