model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Random Forest ,gini,16,7,log2,0.0,50,0,0,0,0,0.0,0,0,0.996,0.996,0.979,0.979,0.125,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,10,3,,0.0,0,0,0,0,0,0.0,0,0,0.999,0.999,0.974,0.974,0.01097,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,15,5,,0.0,0,0,0,0,0,0.0,0,0,0.995,0.995,0.972,0.971,0.01097,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,16,4,,0.0,0,0,0,0,0,0.0,0,0,0.996,0.996,0.969,0.969,0.01197,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,8,11,,0.0,0,0,0,0,0,0.0,0,0,0.983,0.983,0.967,0.967,0.01099,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,10,5,,0.0,0,0,0,0,0,0.0,0,0,0.998,0.998,0.965,0.964,0.01097,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,9,15,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.976,0.976,0.962,0.963,0.156,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,9,5,,0.0,0,0,0,0,0,0.0,0,0,0.992,0.992,0.96,0.96,0.01097,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,10,3,log2,0.0,50,0,0,0,0,0.0,0,0,0.998,0.998,0.96,0.96,0.13999,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,11,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,1.0,1.0,0.957,0.957,0.135,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,8,2,,0.0,0,0,0,0,0,0.0,0,0,0.989,0.989,0.957,0.957,0.01097,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,7,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.969,0.969,0.955,0.956,0.155,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,7,11,,0.0,0,0,0,0,0,0.0,0,0,0.958,0.958,0.953,0.952,0.012,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,11,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.991,0.991,0.953,0.953,0.14799,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,7,1,,0.0,0,0,0,0,0,0.0,0,0,0.964,0.964,0.95,0.95,0.01097,16,7,2111,17,263646,7.83316,2.45708
SVC,0,0,0,0,0.0,0,0,0,0,0,1.9,0,poly,0.989,0.989,0.948,0.948,0.06483,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,9,1,log2,0.0,50,0,0,0,0,0.0,0,0,0.995,0.995,0.948,0.949,0.13,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,8,12,,0.0,0,0,0,0,0,0.0,0,0,0.976,0.976,0.948,0.948,0.00996,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,9,5,log2,0.0,50,0,0,0,0,0.0,0,0,0.994,0.994,0.946,0.946,0.199,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,10,2,,0.0,0,0,0,0,0,0.0,0,0,1.0,1.0,0.946,0.946,0.01197,16,7,2111,17,263646,7.83316,2.45708
SVC,0,0,0,0,0.0,0,0,0,0,0,1.4,0,poly,0.984,0.984,0.943,0.943,0.06483,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,8,6,,0.0,0,0,0,0,0,0.0,0,0,0.99,0.99,0.943,0.943,0.01098,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,9,7,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.988,0.988,0.943,0.943,0.168,16,7,2111,17,263646,7.83316,2.45708
SVC,0,0,0,0,0.0,0,0,0,0,0,0.8,0,poly,0.972,0.972,0.941,0.941,0.05884,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,8,3,,0.0,0,0,0,0,0,0.0,0,0,0.993,0.993,0.941,0.941,0.01097,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,8,19,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.963,0.963,0.941,0.941,0.141,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,7,13,log2,0.0,50,0,0,0,0,0.0,0,0,0.965,0.965,0.939,0.939,0.135,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,8,5,,0.0,0,0,0,0,0,0.0,0,0,0.982,0.982,0.939,0.938,0.01097,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,gini,8,8,,0.0,0,0,0,0,0,0.0,0,0,0.978,0.978,0.936,0.936,0.00695,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,8,11,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.972,0.972,0.936,0.936,0.128,16,7,2111,17,263646,7.83316,2.45708
Decision Tree,entropy,8,1,,0.0,0,0,0,0,0,0.0,0,0,0.991,0.991,0.934,0.934,0.00997,16,7,2111,17,263646,7.83316,2.45708
Random Forest ,gini,8,3,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.987,0.987,0.934,0.934,0.127,16,7,2111,17,263646,7.83316,2.45708
