model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration,data_id,n_class,n_rows,n_coloumn,data_size,mean,std
Logistic Regression,0,0,0,0,0.0,0,0,0,liblinear,l1,0.9,1100,0,0.776,0.744,0.935,0.933,0.0,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,17,18,log2,0.0,250,0,0,0,0,0.0,0,0,0.849,0.84,0.919,0.911,0.28663,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,10,6,log2,0.0,130,0,0,0,0,0.0,0,0,0.886,0.879,0.911,0.906,0.15089,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,liblinear,l1,0.8,750,0,0.782,0.753,0.911,0.903,0.0,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,13,20,sqrt,0.0,190,0,0,0,0,0.0,0,0,0.833,0.819,0.902,0.895,0.22247,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.9,900,0,0.784,0.754,0.902,0.896,0.01562,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,1.1,700,0,0.788,0.758,0.894,0.886,0.0,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.3,800,0,0.79,0.762,0.886,0.877,0.01562,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.27,0,linear,0.79,0.762,0.886,0.875,0.00499,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,14,16,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.857,0.848,0.886,0.88,0.06324,39,2,614,13,38013,601.92146,720.43595
K Nearest Neighbors,0,0,0,0,0.0,0,14,euclidean,0,0,0.0,0,0,0.794,0.772,0.886,0.877,0.00199,39,2,614,13,38013,601.92146,720.43595
Decision Tree,entropy,1,6,,0.0,0,0,0,0,0,0.0,0,0,0.79,0.765,0.886,0.867,0.00104,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,500,0,0.792,0.765,0.878,0.866,0.0,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,13,,0.0,0,0,0,0,0,0.0,0,0,0.792,0.767,0.878,0.858,0.001,39,2,614,13,38013,601.92146,720.43595
K Nearest Neighbors,0,0,0,0,0.0,0,11,chebyshev,0,0,0.0,0,0,0.798,0.774,0.878,0.867,0.001,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,2,2,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.794,0.765,0.878,0.87,0.06133,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.09,0,linear,0.792,0.764,0.878,0.867,0.005,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.4,300,0,0.794,0.768,0.87,0.855,0.01562,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,13,auto,0.0,0,0,0,0,0,0.0,0,0,0.794,0.768,0.87,0.854,0.001,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,poly,0.796,0.769,0.87,0.858,0.00602,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,8,auto,0.0,0,0,0,0,0,0.0,0,0,0.796,0.767,0.862,0.852,0.001,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,3,8,log2,0.0,50,0,0,0,0,0.0,0,0,0.8,0.773,0.862,0.849,0.06122,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1300,0,0.796,0.769,0.862,0.848,0.00882,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,8,,0.0,0,0,0,0,0,0.0,0,0,0.798,0.771,0.854,0.838,0.00199,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,900,0,0.798,0.769,0.854,0.843,0.0,39,2,614,13,38013,601.92146,720.43595
K Nearest Neighbors,0,0,0,0,0.0,0,13,euclidean,0,0,0.0,0,0,0.796,0.77,0.854,0.843,0.00199,39,2,614,13,38013,601.92146,720.43595
Gradient Boosting,0,3,0,0,0.1,50,0,0,0,0,0.0,0,0,0.862,0.851,0.854,0.846,0.07599,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,150,0,0.8,0.773,0.846,0.832,0.0,39,2,614,13,38013,601.92146,720.43595
Gradient Boosting,0,9,0,0,0.1,20,0,0,0,0,0.0,0,0,0.994,0.994,0.846,0.84,0.09296,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.03,0,linear,0.8,0.774,0.846,0.829,0.00499,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,3,,0.0,0,0,0,0,0,0.0,0,0,0.8,0.773,0.846,0.831,0.00104,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,2,2,log2,0.0,50,0,0,0,0,0.0,0,0,0.802,0.776,0.837,0.82,0.0601,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,350,0,0.802,0.775,0.837,0.822,0.0,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,5,log2,0.0,0,0,0,0,0,0.0,0,0,0.802,0.777,0.837,0.816,0.001,39,2,614,13,38013,601.92146,720.43595
Gradient Boosting,0,3,0,0,0.1,10,0,0,0,0,0.0,0,0,0.804,0.778,0.837,0.816,0.01604,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.07,0,linear,0.802,0.776,0.837,0.818,0.00395,39,2,614,13,38013,601.92146,720.43595
K Nearest Neighbors,0,0,0,0,0.0,0,5,chebyshev,0,0,0.0,0,0,0.811,0.793,0.837,0.824,0.00199,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,4,4,log2,0.0,50,0,0,0,0,0.0,0,0,0.809,0.784,0.829,0.806,0.06315,39,2,614,13,38013,601.92146,720.43595
Decision Tree,entropy,1,2,,0.0,0,0,0,0,0,0.0,0,0,0.804,0.78,0.829,0.803,0.002,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1400,0,0.804,0.776,0.829,0.816,0.00399,39,2,614,13,38013,601.92146,720.43595
K Nearest Neighbors,0,0,0,0,0.0,0,9,chebyshev,0,0,0.0,0,0,0.8,0.776,0.829,0.809,0.00199,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.08,0,poly,0.807,0.782,0.829,0.806,0.00598,39,2,614,13,38013,601.92146,720.43595
Gradient Boosting,0,3,0,0,0.1,40,0,0,0,0,0.0,0,0,0.837,0.821,0.829,0.808,0.07096,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,550,0,0.807,0.78,0.821,0.803,0.0,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,2,8,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.811,0.789,0.821,0.794,0.06028,39,2,614,13,38013,601.92146,720.43595
K Nearest Neighbors,0,0,0,0,0.0,0,7,minkowski,0,0,0.0,0,0,0.809,0.787,0.821,0.808,0.00299,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,6,,0.0,0,0,0,0,0,0.0,0,0,0.807,0.782,0.821,0.797,0.001,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.01,0,poly,0.798,0.772,0.821,0.773,0.00504,39,2,614,13,38013,601.92146,720.43595
Gradient Boosting,0,4,0,0,0.1,10,0,0,0,0,0.0,0,0,0.823,0.798,0.813,0.799,0.02004,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.02,0,linear,0.809,0.784,0.813,0.787,0.005,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,1750,0,0.809,0.784,0.813,0.789,0.0,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,1,10,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.804,0.781,0.813,0.777,0.0605,39,2,614,13,38013,601.92146,720.43595
K Nearest Neighbors,0,0,0,0,0.0,0,7,euclidean,0,0,0.0,0,0,0.815,0.796,0.813,0.794,0.00199,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,4,,0.0,0,0,0,0,0,0.0,0,0,0.809,0.783,0.813,0.793,0.001,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,2,4,sqrt,0.0,50,0,0,0,0,0.0,0,0,0.813,0.789,0.805,0.779,0.06544,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,300,0,0.811,0.786,0.805,0.781,0.0,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.11,0,rbf,0.811,0.787,0.805,0.776,0.00704,39,2,614,13,38013,601.92146,720.43595
Decision Tree,gini,1,11,,0.0,0,0,0,0,0,0.0,0,0,0.811,0.788,0.805,0.773,0.001,39,2,614,13,38013,601.92146,720.43595
Random Forest ,gini,1,8,log2,0.0,50,0,0,0,0,0.0,0,0,0.788,0.753,0.797,0.773,0.05909,39,2,614,13,38013,601.92146,720.43595
Logistic Regression,0,0,0,0,0.0,0,0,0,lbfgs,l2,0.1,450,0,0.813,0.79,0.797,0.765,0.0,39,2,614,13,38013,601.92146,720.43595
Gradient Boosting,0,7,0,0,0.1,20,0,0,0,0,0.0,0,0,0.935,0.932,0.797,0.787,0.06299,39,2,614,13,38013,601.92146,720.43595
K Nearest Neighbors,0,0,0,0,0.0,0,6,manhattan,0,0,0.0,0,0,0.813,0.804,0.797,0.787,0.00103,39,2,614,13,38013,601.92146,720.43595
SVC,0,0,0,0,0.0,0,0,0,0,0,0.03,0,poly,0.815,0.791,0.797,0.772,0.006,39,2,614,13,38013,601.92146,720.43595
